category,商品名称,平均评分,评价次数,images,ssid,型号,上市时间_年,零售价_元,重量_kg,品牌,颜色,镜头焦距_mm,外形尺寸_cm,对焦马达,光圈叶片_片,防尘防雨,最近对焦距离_cm,最大放大倍率_倍,镜头类型,镜头卡口,画幅,最大光圈_F,最小光圈_F
镜头,佳能 RF24mm F1.8 Macro IS STM 微距镜头,4.2,23,"[{'thumb': 'https://m.media-amazon.com/images/I/21VCGlEwueL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/21VCGlEwueL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/61j+9jLyZSL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/21BZxGYXd3L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/21BZxGYXd3L._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/61PCJhHTBfL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/21VondMWAYL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/21VondMWAYL._AC_.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/61egPF-fhIL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/212iipPMXwL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/212iipPMXwL._AC_.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/61oo1ufLzGL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/21JN0R+6LbL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/21JN0R+6LbL._AC_.jpg', 'variant': 'PT04', 'hi_res': 'https://m.media-amazon.com/images/I/61a7eFsolaL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/21rUO0hpGcL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/21rUO0hpGcL._AC_.jpg', 'variant': 'PT05', 'hi_res': 'https://m.media-amazon.com/images/I/61NwSvZpUuL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31tE-kULAwL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31tE-kULAwL._AC_.jpg', 'variant': 'PT06', 'hi_res': 'https://m.media-amazon.com/images/I/61Rw-CIydWL._AC_SL1500_.jpg'}]",B0B69QZ1DJ,Canon RF24mm F1.8 Macro IS STM Lens,2022,4299,0.27,佳能,黑色,24,7.4x6.8x6.8,步进马达（STM）,7,False,14,0.5,定焦镜头,佳能RF卡口,全画幅,1.8,22.0
镜头,佳能 RF24-105mm f/4L IS USM 变焦镜头,4.8,370,"[{'thumb': 'https://m.media-amazon.com/images/I/41KL8gyWutL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41KL8gyWutL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71CRD0jtyzL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41r4LQ+WKnL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41r4LQ+WKnL._AC_.jpg', 'variant': 'PT01', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/41ltUZFsvOL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41ltUZFsvOL._AC_.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/71khDxnbKUL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41qUfCCwCIL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41qUfCCwCIL._AC_.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/71pPOPLSUPL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41sii59g+8L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41sii59g+8L._AC_.jpg', 'variant': 'PT05', 'hi_res': None}]",B07H489XDQ,Canon RF24-105mm f/4L IS USM Lens,2018,8999,0.7,佳能,黑色,24-105,8.3x8.3x10.7,超声波马达（USM）,9,True,45,0.24,变焦镜头,佳能RF卡口,全画幅,4.0,22.0
镜头,佳能 RF85mm F1.2L USM 定焦镜头,4.6,139,"[{'thumb': 'https://m.media-amazon.com/images/I/41ARRQAKDaL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41ARRQAKDaL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/61f+u22ct2L._AC_SL1000_.jpg'}]",B07RB7SHD7,Canon RF85mm F1.2L USM Lens,2019,19999,1.19,佳能,黑色,85,10.3x10.3x11.6,超声波马达（USM）,9,True,85,0.12,定焦镜头,佳能RF卡口,全画幅,1.2,16.0
镜头,佳能 RF70-200mm F2.8L IS USM 变焦镜头,4.8,68,"[{'thumb': 'https://m.media-amazon.com/images/I/41vLut5nFmL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41vLut5nFmL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/61fkyl-s-lL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41SaznPSo7L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41SaznPSo7L._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/71wPxgfO1wL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/51tSg9OFjbL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51tSg9OFjbL._AC_.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/71xLIoYu7SL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41g6pndyr-L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41g6pndyr-L._AC_.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/61kQViTloXL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41sM3BpJmmL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41sM3BpJmmL._AC_.jpg', 'variant': 'PT04', 'hi_res': 'https://m.media-amazon.com/images/I/51jgUhTSMHL._AC_SL1000_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41AU+o9vW4L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41AU+o9vW4L._AC_.jpg', 'variant': 'PT05', 'hi_res': 'https://m.media-amazon.com/images/I/816AsfuXviL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31qTqLDnxvL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31qTqLDnxvL._AC_.jpg', 'variant': 'PT06', 'hi_res': 'https://m.media-amazon.com/images/I/71REXlHEK7L._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/312xCYn0-uL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/312xCYn0-uL._AC_.jpg', 'variant': 'PT07', 'hi_res': 'https://m.media-amazon.com/images/I/71aWLAADnVL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41VVzJuAIUL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41VVzJuAIUL._AC_.jpg', 'variant': 'PT08', 'hi_res': 'https://m.media-amazon.com/images/I/81uwVLABOcL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31AtaZxw36L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31AtaZxw36L._AC_.jpg', 'variant': 'PT09', 'hi_res': 'https://m.media-amazon.com/images/I/71H-7bDwFAL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31rWwVv4zlL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31rWwVv4zlL._AC_.jpg', 'variant': 'PT10', 'hi_res': 'https://m.media-amazon.com/images/I/611s3qY3kzL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41Qlzm-Cq9L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41Qlzm-Cq9L._AC_.jpg', 'variant': 'PT11', 'hi_res': 'https://m.media-amazon.com/images/I/71sWStrHoeL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41A-UrEUlyL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41A-UrEUlyL._AC_.jpg', 'variant': 'PT12', 'hi_res': 'https://m.media-amazon.com/images/I/81W2GV3hvQL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41Q9s4IZGNL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41Q9s4IZGNL._AC_.jpg', 'variant': 'AW01', 'hi_res': 'https://m.media-amazon.com/images/I/51DB0iqMscL._AC_SL1000_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41piQOHyrkL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41piQOHyrkL._AC_.jpg', 'variant': 'AW03', 'hi_res': None}]",B07ZJGPMBV,Canon RF70-200mm F2.8L IS USM Lens,2019,18999,1.07,佳能,白色,70-200,8.9x14.6x14.6,超声波马达（USM）,9,True,70,0.23,变焦镜头,佳能RF卡口,全画幅,2.8,32.0
镜头,佳能 RF28-70mm f/2L USM 变焦镜头,4.8,157,"[{'thumb': 'https://m.media-amazon.com/images/I/41L2i3d7mKL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41L2i3d7mKL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/61UlqdOClcL._AC_SL1000_.jpg'}]",B07H4F64XL,Canon RF28-70mm f/2L USM Lens,2018,19999,1.43,佳能,黑色,28-70,10.4x13.9x13.9,超声波马达（USM）,9,True,39,0.18,变焦镜头,佳能RF卡口,全画幅,2.0,22.0
镜头,佳能 RF70-200mm F4L IS USM 变焦镜头,4.7,201,"[{'thumb': 'https://m.media-amazon.com/images/I/41iioIMoF9L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41iioIMoF9L._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71ov0mECnaL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/413d14XeFWL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/413d14XeFWL._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/71V-CSQsh0L._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41vuki9b4YL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41vuki9b4YL._AC_.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/71HxFGqCqDL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41EBoaUVrTL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41EBoaUVrTL._AC_.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/71quRNEqSUL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/412iyAqr7SL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/412iyAqr7SL._AC_.jpg', 'variant': 'PT04', 'hi_res': 'https://m.media-amazon.com/images/I/71sBoBLjTrL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41yhnOLq4gL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41yhnOLq4gL._AC_.jpg', 'variant': 'PT05', 'hi_res': 'https://m.media-amazon.com/images/I/71budBYkK6L._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41WC6mF7+XL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41WC6mF7+XL._AC_.jpg', 'variant': 'PT06', 'hi_res': 'https://m.media-amazon.com/images/I/717xTdo-7UL._AC_SL1500_.jpg'}]",B08M8QPS1V,Canon RF70-200mm F4L IS USM Lens,2020,12999,0.69,佳能,白色,70-200,8.3x8.3x11.9,超声波马达（USM）,9,True,60,0.28,变焦镜头,佳能RF卡口,全画幅,4.0,32.0
镜头,佳能 RF24-105mm F4-7.1 IS STM 变焦镜头,4.4,169,"[{'thumb': 'https://m.media-amazon.com/images/I/31MsSciJgfL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31MsSciJgfL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71m+WBpOmSL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31ku7DxY1qL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31ku7DxY1qL._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/71+OSwXVHqL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31VGkdQrrlL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31VGkdQrrlL._AC_.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/71tfchkvPlL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/3105dZsaccL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/3105dZsaccL._AC_.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/71ErtlcxgaL._AC_SL1500_.jpg'}]",B084BKXDLD,Canon RF24-105mm F4-7.1 IS STM Lens,2020,2999,0.39,佳能,黑色,24-105,8.8x8.8x8.8,步进马达（STM）,7,False,20,0.4,变焦镜头,佳能RF卡口,全画幅,4.0,7.1
镜头,佳能 RF24-240mm F4-6.3 IS USM 变焦镜头,4.5,115,"[{'thumb': 'https://m.media-amazon.com/images/I/51iUmPyVO5L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/51iUmPyVO5L._AC_.jpg', 'variant': 'MAIN', 'hi_res': None}, {'thumb': 'https://m.media-amazon.com/images/I/41Yv5OSVjFL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41Yv5OSVjFL._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/61xhx6R5UOL._AC_SL1000_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31emS7eAGrL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31emS7eAGrL._AC_.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/51SJ-ggnZjL._AC_SL1000_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/41jh97UE2CL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/41jh97UE2CL._AC_.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/51iepopu2FL._AC_SL1000_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31b0w8d6Z8L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31b0w8d6Z8L._AC_.jpg', 'variant': 'PT04', 'hi_res': 'https://m.media-amazon.com/images/I/51xtDwQgLuL._AC_SL1000_.jpg'}]",B07V44S8G2,Canon RF24-240mm F4-6.3 IS USM Lens,2019,6999,0.75,佳能,黑色,24-240,12.2x8.0x8.0,超声波马达（USM）,7,False,50,0.26,变焦镜头,佳能RF卡口,全画幅,4.0,6.3
镜头,佳能 RF85mm F2 Macro IS STM 微距镜头,4.6,400,"[{'thumb': 'https://m.media-amazon.com/images/I/31U6vHZCS3L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31U6vHZCS3L._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71bXWUgUErL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31AjxxNzmSL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31AjxxNzmSL._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/718i5e4AU6L._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31fJhAT51vL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31fJhAT51vL._AC_.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/71VetXrcsBL._AC_SL1500_.jpg'}]",B08C6Y8KS3,Canon RF85mm F2 Macro IS STM Lens,2020,4999,0.5,佳能,黑色,85,7.8x7.8x9.0,步进马达（STM）,9,False,35,0.5,定焦镜头,佳能RF卡口,全画幅,2.0,29.0
镜头,佳能 RF800mm F11 IS STM 定焦镜头,4.5,169,"[{'thumb': 'https://m.media-amazon.com/images/I/21Hk7Ebxc2L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/21Hk7Ebxc2L._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/71tdJFDKN3L._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/21leRC23MLL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/21leRC23MLL._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/71vZSXHcIxL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31ULmH-v9uL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31ULmH-v9uL._AC_.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/71J3x6biGyL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/318zl+qw88L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/318zl+qw88L._AC_.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/717E0qVXxSL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31ujikZA7nL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31ujikZA7nL._AC_.jpg', 'variant': 'PT04', 'hi_res': 'https://m.media-amazon.com/images/I/71+I1Kii0rL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/21xUuSU8cbL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/21xUuSU8cbL._AC_.jpg', 'variant': 'PT05', 'hi_res': 'https://m.media-amazon.com/images/I/71Tmp3RL+QL._AC_SL1500_.jpg'}]",B08C73SG8N,Canon RF800mm F11 IS STM Lens,2020,8999,1.59,佳能,黑色,800,10.1x10.1x28.2,步进马达（STM）,7,False,600,0.14,定焦镜头,佳能RF卡口,全画幅,11.0,11.0
镜头,佳能 RF24-70mm F2.8L IS USM 变焦镜头,4.8,322,"[{'thumb': 'https://m.media-amazon.com/images/I/31XJ+LTiSCL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31XJ+LTiSCL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/61Mfg6GY53L._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31RjV6VfqLL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31RjV6VfqLL._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/61X-H-bk9gL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31xNFLS96EL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31xNFLS96EL._AC_.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/61BRkNT2NtL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31yrm-n27GL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31yrm-n27GL._AC_.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/61SPz7nHOrL._AC_SL1500_.jpg'}]",B07WQ54BL8,Canon RF24-70mm F2.8L IS USM Lens,2019,16999,0.9,佳能,黑色,24-70,8.9x12.6x8.9,超声波马达（USM）,9,True,21,0.3,变焦镜头,佳能RF卡口,全画幅,2.8,22.0
镜头,佳能 RF15-30mm F4.5-6.3 IS STM 变焦镜头,4.7,19,"[{'thumb': 'https://m.media-amazon.com/images/I/21i+1rxYX3L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/21i+1rxYX3L._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/61dYFCSCdJL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/2199sVMTNQL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/2199sVMTNQL._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/61sWgZIWY-L._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/21-c3kGFk5L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/21-c3kGFk5L._AC_.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/61gra2yMUgL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/21cXymIX0rL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/21cXymIX0rL._AC_.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/61HfBZISrPL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/21oRZ8BHz1L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/21oRZ8BHz1L._AC_.jpg', 'variant': 'PT04', 'hi_res': 'https://m.media-amazon.com/images/I/61Bf3GllkvL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/21UOaZuVWzL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/21UOaZuVWzL._AC_.jpg', 'variant': 'PT05', 'hi_res': 'https://m.media-amazon.com/images/I/61tTBz2GdHL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/21tAuXO+s+L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/21tAuXO+s+L._AC_.jpg', 'variant': 'PT06', 'hi_res': 'https://m.media-amazon.com/images/I/61QCvgvzHGL._AC_SL1500_.jpg'}]",B0B69P2LJG,Canon RF15-30mm F4.5-6.3 IS STM Lens,2022,4999,0.45,佳能,黑色,15-30,8.8x7.6x7.6,步进马达（STM）,7,False,28,0.16,变焦镜头,佳能RF卡口,全画幅,4.5,22.0
镜头,佳能 RF100mm F2.8L Macro IS USM 定焦镜头,4.8,174,"[{'thumb': 'https://m.media-amazon.com/images/I/31xolRddzmL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31xolRddzmL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/616uP1+by3L._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31yuRc3tMvL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31yuRc3tMvL._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/61eNpapOX6L._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31r7gJ0zbBL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31r7gJ0zbBL._AC_.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/610+dxV3GDL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31Ar5H8X0+L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31Ar5H8X0+L._AC_.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/61zoZ6VvMPL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31TMRcTYe-L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31TMRcTYe-L._AC_.jpg', 'variant': 'PT04', 'hi_res': 'https://m.media-amazon.com/images/I/71juoT68gQL._AC_SL1500_.jpg'}]",B08M91FQW6,Canon RF100mm F2.8L Macro IS USM Lens,2021,8999,0.73,佳能,黑色,100,8.1x8.1x14.8,超声波马达（USM）,9,True,26,1.4,定焦镜头,佳能RF卡口,全画幅,2.8,32.0
镜头,佳能 RF600mm F11 IS STM 定焦镜头,4.3,119,"[{'thumb': 'https://m.media-amazon.com/images/I/21wgX9xVahL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/21wgX9xVahL._AC_.jpg', 'variant': 'MAIN', 'hi_res': 'https://m.media-amazon.com/images/I/7169Oj3XW+L._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31vfspVN90L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31vfspVN90L._AC_.jpg', 'variant': 'PT01', 'hi_res': 'https://m.media-amazon.com/images/I/71r35BrdMxL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31KxN5+cT2L._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31KxN5+cT2L._AC_.jpg', 'variant': 'PT02', 'hi_res': 'https://m.media-amazon.com/images/I/71dpmSwZ6AL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/3121SZUk5dL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/3121SZUk5dL._AC_.jpg', 'variant': 'PT03', 'hi_res': 'https://m.media-amazon.com/images/I/71PIrIP5vyL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/312XpmAV-HL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/312XpmAV-HL._AC_.jpg', 'variant': 'PT04', 'hi_res': 'https://m.media-amazon.com/images/I/71ChKXFLwkL._AC_SL1500_.jpg'}, {'thumb': 'https://m.media-amazon.com/images/I/31Firs5PwdL._AC_US40_.jpg', 'large': 'https://m.media-amazon.com/images/I/31Firs5PwdL._AC_.jpg', 'variant': 'PT05', 'hi_res': 'https://m.media-amazon.com/images/I/71FAwx5V8iL._AC_SL1500_.jpg'}]",B08C6Z5F2L,Canon RF600mm F11 IS STM Lens,2020,4999,0.93,佳能,黑色,600,26.9x9.3x9.3,步进马达（STM）,7,False,450,0.14,定焦镜头,佳能RF卡口,全画幅,11.0,11.0
